case,window_index,is_controlled_anomaly,thermal_score,hydraulic_score,energy_score,sensor_health_score,combined_score,return_ewma_score,return_cusum_score,heat_loss_ewma_score,residual_score,state_type,note
normal_operation,0,False,1.083538618086327,0.26533052902902815,0.2844686000097779,0.9998687672243018,0.6902128229529322,0.64246410381944,0.0,0.23794210369657878,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,1,False,0.6316235655501026,1.4739756568155422,0.3813248762362831,0.9998687672243018,0.738446097600769,0.6023002007289082,0.14902159278182667,0.23598496899929214,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,2,False,0.7677703500227333,1.29307340478268,0.6667071628629972,0.9998687672243018,0.8447591544663634,0.5635512731252577,0.2629327663548403,0.23098421854087733,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,3,False,0.7203129275094218,1.1801976234917786,0.17222460733934,0.9998687672243018,0.6664470109295685,0.5793321966874154,0.5328444807735185,0.2051475309523914,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,4,False,0.8334297133044779,0.7391769354975355,0.24755738919191853,0.9998687672243018,0.6527218971072999,0.5084118514398983,0.5088897301483729,0.16666331724997857,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,5,False,0.5892379884959675,1.9423282506912742,0.2301348898673622,0.9998687672243018,0.7597211103912913,0.48040364983829514,0.5672722901539743,0.13052546617012925,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,6,False,0.9995208902006688,1.2825775551707483,0.13023191266222725,0.9998687672243018,0.7912906918703083,0.42505865338469845,0.5000152383722812,0.12303749489001407,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,7,False,0.8513151912705923,1.8737683809238743,0.36879353180079255,0.9998687672243018,0.8938396530883083,0.4439340329857307,0.6424859617606663,0.09660096966223419,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,8,False,0.8387702992348102,0.8956439369926401,0.4732204477746488,0.9998687672243018,0.7456466180366004,0.4055079428941181,0.5991839587049236,0.08573724050332882,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,9,False,0.7469994912075179,1.2229121728369616,0.45076973785856567,0.9998687672243018,0.7552885721788686,0.39512468888746405,0.6176088515752771,0.07156293036282893,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,10,False,0.6825761155402892,1.272233849419202,0.46322907480598513,0.9998687672243018,0.7410689272040679,0.3668575782686149,0.5617795739668515,0.06233186821298929,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,11,False,0.5971168813339509,0.16331934399149045,0.6292910720792319,0.9998687672243018,0.5518656202187737,0.3787364586964373,0.6210617251919749,0.06796283491387964,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,12,False,0.6317078119320243,2.0719469567527558,0.5782890954624923,0.9998687672243018,0.9000487786549879,0.40567443671106773,0.7460052482263781,0.11930750398845216,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,13,False,0.8503513417248698,1.8706017676142368,0.7640985356911185,0.9998687672243018,1.0115990778324953,0.42213942015011285,0.8604831972197499,0.15007865246631447,1.0115990778324953,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,14,False,0.7017179489907752,1.6004135129380515,0.23900685784169778,0.9998687672243018,0.7534246757974048,0.4753403433331134,1.1226259144520074,0.1495489012561778,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,15,False,0.8606729164343562,1.1693831475062773,0.30580844319099054,0.9998687672243018,0.7588064567778866,0.4320122563585347,1.093223090018768,0.12989389199475063,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,16,False,0.6378866794268442,2.36849882455732,0.2755010410493079,0.9998687672243018,0.8707520787337952,0.4234755832345186,1.144747228077245,0.10763775063639687,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,17,False,1.052821439157285,1.7179512824343202,0.08587208153256917,0.9998687672243018,0.8802873320231327,0.3845671428041769,1.0792640954891146,0.09977281310915462,0.9998687672243018,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
normal_operation,18,False,0.9207365865325201,2.314280248169034,0.40431718136236655,0.9998687672243018,1.0134375310589465,0.4139162302444605,1.2186494077228756,0.08229939895013338,1.0134375310589465,real_measured_node + calibrated_simulator + simulator_assisted_hidden_state,Controlled perturbation applied to real operating profiles; not an observed field fault label.
