step,time_h,source,measured_boundary_heat_load_kw,delivered_heat_kw,heat_loss_kw,flow_m3_s,head_drop_m,pressure_drop_kPa,pump_energy_proxy_kW,pressure_drop_power_proxy_kW,energy_balance_residual_kw,energy_balance_residual_percent,state_type,safe_claim
0,0.0,calibrated_simulator,52346.90089629657,34243.6525307454,407.6990509916623,0.30430270522156166,39.311694113857776,385.64771925694475,156.47152564321817,117.35364423241363,-18103.248365551168,-34.58322853040558,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
1,0.25,calibrated_simulator,55016.580330805846,53582.998021542444,408.21143275114594,0.3092037833424728,40.588466688758174,398.17285821671766,164.15540557986014,123.11655418489511,-1433.5823092634018,-2.605727765418174,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
2,0.5,calibrated_simulator,54674.43052709156,55691.7636539105,407.643574534816,0.310743034755385,40.9933910082145,402.1451657905843,166.61841230663146,124.96380922997359,1017.3331268189431,1.8607109703956541,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
3,0.75,calibrated_simulator,53896.42572662491,54949.25709394033,407.0346262551453,0.3100186659139174,40.802370139275325,400.271251066291,165.45541234568827,124.0915592592662,1052.831367315419,1.9534344868352163,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
4,1.0,calibrated_simulator,53276.94032894247,54124.34689468839,406.39657413230196,0.30902926080970927,40.54233433768375,397.72029985267756,163.8762803633185,122.90721027248888,847.4065657459141,1.5905691289962536,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
5,1.25,calibrated_simulator,53656.05360938441,53748.653401610696,405.6738008419715,0.3094506829331598,40.65306314170506,398.80654942012666,164.5479454350335,123.41095907627513,92.59979222628317,0.17258032597851647,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
6,1.5,calibrated_simulator,53510.05148384773,53954.69347583186,404.8213741194034,0.30887330835020205,40.501447898649474,397.31920388575134,163.62839596701397,122.72129697526047,444.64199198412825,0.8309504096035968,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
7,1.75,calibrated_simulator,53235.04974611449,53816.27201967613,403.840659609034,0.3083481307240304,40.36383846725947,395.9692553638154,162.79517295415832,122.09637971561872,581.2222735616378,1.0918037577377486,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
8,2.0,calibrated_simulator,53888.3913750986,53670.08334577494,402.8080375367602,0.3085702362910975,40.422049743808245,396.5403079867589,163.14738204589167,122.36053653441876,-218.3080293236635,-0.4051114233566488,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
9,2.25,calibrated_simulator,53168.32105585252,54169.27261783097,401.5174005512815,0.30791096479771984,40.24945900054191,394.8471927953162,162.10370677503613,121.57778008127708,1000.9515619784506,1.882608933479329,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
10,2.5,calibrated_simulator,52635.54027928214,53333.7936275728,400.17289272583844,0.3065912822410904,39.90514921507752,391.4695137999105,160.02818692561436,120.02114019421077,698.2533482906583,1.3265815161880226,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
11,2.75,calibrated_simulator,52593.68352365186,52994.41300736839,398.79142160889796,0.3064297758988844,39.86318203700179,391.0578157829876,159.77567847185085,119.83175885388812,400.72948371653183,0.7619346219329174,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
12,3.0,calibrated_simulator,53236.741026394695,53159.05098849601,397.6474180572818,0.3076447871920164,40.180004814194014,394.1658472272433,161.68409091811478,121.2630681885861,-77.69003789868293,-0.14593312137601422,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
13,3.25,calibrated_simulator,53190.12432341632,53512.88443570607,397.2783948220223,0.3075330768270399,40.15075654816595,393.878921737508,161.5077289323369,121.13079669925268,322.76011228975403,0.6068045833607175,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
14,3.5,calibrated_simulator,54098.1260639468,53690.89199135861,397.9802094973305,0.309188001830759,40.584143275238254,398.1304455300873,164.12954256191668,123.09715692143752,-407.234072588195,-0.7527692772700169,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
15,3.75,calibrated_simulator,54641.44968065625,54402.33833134931,399.45388067938944,0.3102765809517113,40.870388915320234,400.93851525929153,165.86910891534467,124.40183168650849,-239.11134930694243,-0.4376006689141536,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
16,4.0,calibrated_simulator,54794.82109165224,54883.631413133095,401.2266782669278,0.31154099198806495,41.20417952329005,404.21300112347535,167.90522579264046,125.92891934448035,88.81032148085797,0.16207794771755873,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
17,4.25,calibrated_simulator,56144.40937839004,55326.74227651123,403.0670578888415,0.31465815327855107,42.03295295349936,412.34326847382874,172.99622849975563,129.74717137481673,-817.6671018788111,-1.4563642416613094,calibrated_simulator + simulator_assisted_hidden_state,Thermal boundary variables use real operating data; pressure/head and flow-based energy indicators are simulator-assisted hidden-state proxies. Pressure/head and flow are simulator-assisted hidden hydraulic states because public district-heating datasets do not provide dense distributed hydraulic measurements.
